1913.0,0.0,0.0
18957.0,90.0,0.0
62121.0,263.0,0.0
160126.0,606.0,0.0
233433.0,877.0,1.0
207967.0,832.0,1.0
206349.0,906.0,4.0
167310.0,674.0,6.0
122443.0,627.0,5.0
89541.0,608.0,3.0
60811.0,364.0,0.0
39532.0,267.0,0.0
25878.0,210.0,1.0
17795.0,145.0,2.0
11142.0,119.0,5.0
7301.0,94.0,12.0
4697.0,78.0,18.0
3278.0,75.0,17.0
2261.0,64.0,12.0
1614.0,50.0,7.0
1103.0,36.0,2.0
746.0,20.0,0.0
525.0,5.0,0.0
424.0,1.0,0.0
346.0,0.0,0.0
262.0,0.0,0.0
180.0,0.0,0.0
128.0,0.0,0.0
94.0,0.0,0.0
84.0,0.0,0.0
82.0,0.0,0.0
82.0,0.0,0.0
78.0,0.0,0.0
80.0,0.0,0.0
80.0,0.0,0.0
80.0,0.0,0.0
80.0,0.0,0.0
80.0,0.0,0.0
78.0,0.0,0.0
78.0,0.0,0.0
77.0,0.0,0.0
76.0,0.0,0.0
79.0,0.0,0.0
76.0,0.0,0.0
69.0,0.0,0.0
60.0,0.0,0.0
51.0,0.0,0.0
44.0,0.0,0.0
35.0,0.0,0.0
26.0,0.0,0.0
16.0,0.0,0.0
7.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
